symbol,exchange,organ_name,en_organ_name,type,id,short_name,sector1_vn,sector2_vn,sector3_vn,sector1_en,sector2_en,sector3_en,listing_shares,source,vietstock_profile_url,vietstock_financial_url
PCH,HNX,CTCP Nhựa Picomat,Picomat Plastic Joint Stock Company,STOCK,737.0,Nhựa Picomat,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,25409893,EXPANDED,https://finance.vietstock.vn/PCH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PCH/tai-chinh.htm?tab=BCTT
TOP,UPCOM,CTCP Phân phối Top One,Top One Allot Joint Stock Company,STOCK,738.0,Phân phối Top One,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,25350000,EXPANDED,https://finance.vietstock.vn/TOP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TOP/tai-chinh.htm?tab=BCTT
BTH,UPCOM,CTCP Chế tạo Biến thế và Vật liệu Điện Hà Nội,Ha Noi Transformer Manufacturing And Electric Material Joint Stock Company,STOCK,739.0,Chế tạo Biến thế và Vật liệu Điện Hà Nội,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,25000000,EXPANDED,https://finance.vietstock.vn/BTH/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BTH/tai-chinh.htm?tab=BCTT
BTV,UPCOM,CTCP Dịch vụ Du lịch Bến Thành,BenThanh Tourist Service Corporation,STOCK,740.0,Dịch vụ Du lịch Bến Thành,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",25000000,EXPANDED,https://finance.vietstock.vn/BTV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BTV/tai-chinh.htm?tab=BCTT
CQT,UPCOM,CTCP Xi măng Quán Triều VVMI,VVMI QUAN TRIEU CEMENT JSC,STOCK,741.0,Xi măng Quán Triều VVMI,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,25000000,EXPANDED,https://finance.vietstock.vn/CQT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CQT/tai-chinh.htm?tab=BCTT
PAT,UPCOM,CTCP Phốt Pho Apatit Việt Nam,Vietnam Apatite ? Phosphorus Joint Stock Company,STOCK,742.0,Phốt Pho Apatit Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,25000000,EXPANDED,https://finance.vietstock.vn/PAT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PAT/tai-chinh.htm?tab=BCTT
PVE,UPCOM,Tổng Công ty Tư vấn thiết kế Dầu khí - CTCP,PetroVietnam Engineering Consultancy JSC,STOCK,743.0,Tư vấn thiết kế Dầu khí - CTCP,Công nghiệp,Dịch vụ thương mại và chuyên nghiệp,Dịch vụ chuyên nghiệp,Industrials,Comm. & Prof. Services,Professional Services,25000000,EXPANDED,https://finance.vietstock.vn/PVE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVE/tai-chinh.htm?tab=BCTT
VHL,HNX,CTCP Viglacera Hạ Long,Viglacera Ha Long JSC,STOCK,744.0,Viglacera Hạ Long,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,25000000,EXPANDED,https://finance.vietstock.vn/VHL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VHL/tai-chinh.htm?tab=BCTT
GDT,HOSE,CTCP Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,STOCK,745.0,Chế biến Gỗ Đức Thành,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Hàng tiêu dùng lâu bền,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,24957501,EXPANDED,https://finance.vietstock.vn/GDT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/GDT/tai-chinh.htm?tab=BCTT
HTI,HOSE,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,STOCK,746.0,Đầu tư Phát triển Hạ tầng IDICO,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,24949200,EXPANDED,https://finance.vietstock.vn/HTI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HTI/tai-chinh.htm?tab=BCTT
PJT,HOSE,CTCP Vận tải Xăng dầu Đường Thủy Petrolimex,Petrolimex Joint Stock Tanker Company,STOCK,747.0,Vận tải Xăng dầu Đường Thủy Petrolimex,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",24882785,EXPANDED,https://finance.vietstock.vn/PJT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PJT/tai-chinh.htm?tab=BCTT
BDG,UPCOM,CTCP May mặc Bình Dương,Protrade Garment Joint Stock Company,STOCK,748.0,May mặc Bình Dương,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",24799920,EXPANDED,https://finance.vietstock.vn/BDG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BDG/tai-chinh.htm?tab=BCTT
FID,HNX,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Vietnam Enterprise Investment And Development JSC,STOCK,749.0,Đầu tư và Phát triển Doanh nghiệp Việt Nam,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,24715958,EXPANDED,https://finance.vietstock.vn/FID/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/FID/tai-chinh.htm?tab=BCTT
LCM,UPCOM,CTCP Khai thác và Chế biến khoáng sản Lào Cai,Lao Cai Mineral Exploitation & Processing JSC,STOCK,750.0,Khai thác và Chế biến khoáng sản Lào Cai,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,24633000,EXPANDED,https://finance.vietstock.vn/LCM/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/LCM/tai-chinh.htm?tab=BCTT
THT,HNX,CTCP Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal JSC,STOCK,751.0,Than Hà Tu - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",24569052,EXPANDED,https://finance.vietstock.vn/THT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/THT/tai-chinh.htm?tab=BCTT
CCR,HNX,CTCP Cảng Cam Ranh,Cam Ranh Port Joint Stock Company,STOCK,752.0,Cảng Cam Ranh,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,24501817,EXPANDED,https://finance.vietstock.vn/CCR/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CCR/tai-chinh.htm?tab=BCTT
VPS,HOSE,CTCP Thuốc sát trùng Việt Nam,Vietnam Pesticide Joint Stock Company,STOCK,753.0,Thuốc sát trùng Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,24460792,EXPANDED,https://finance.vietstock.vn/VPS/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VPS/tai-chinh.htm?tab=BCTT
TDG,HOSE,CTCP Đầu tư TDG Global,TDG Global Investment Joint Stock Company,STOCK,754.0,Đầu tư TDG Global,Tiện ích,Tiện ích,Gas sinh hoạt,Utilities,Utilities,Gas Utilities,24211190,EXPANDED,https://finance.vietstock.vn/TDG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TDG/tai-chinh.htm?tab=BCTT
BMV,UPCOM,CTCP Bột mỳ Vinafood 1,Vinafood 1 Flour Joint Stock Company,STOCK,755.0,Bột mỳ Vinafood 1,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,24200000,EXPANDED,https://finance.vietstock.vn/BMV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BMV/tai-chinh.htm?tab=BCTT
SJE,HNX,CTCP Sông Đà 11,Song Da No 11 JSC,STOCK,756.0,Sông Đà 11,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,24168711,EXPANDED,https://finance.vietstock.vn/SJE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SJE/tai-chinh.htm?tab=BCTT
NHT,HOSE,CTCP Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,STOCK,757.0,Sản xuất và Thương mại Nam Hoa,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,24028169,EXPANDED,https://finance.vietstock.vn/NHT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NHT/tai-chinh.htm?tab=BCTT
MH3,UPCOM,CTCP Khu Công nghiệp Cao su Bình Long,Binh Long Rubber Industrial Park Corporation,STOCK,758.0,Khu Công nghiệp Cao su Bình Long,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,24000000,EXPANDED,https://finance.vietstock.vn/MH3/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MH3/tai-chinh.htm?tab=BCTT
NO1,HOSE,CTCP Tập đoàn 911,911 Group Joint Stock Company,STOCK,759.0,911,Công nghiệp,Hàng hóa công nghiệp,Phân phối hàng công nghiệp,Industrials,Capital Goods,Trading Companies & Distributors,24000000,EXPANDED,https://finance.vietstock.vn/NO1/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NO1/tai-chinh.htm?tab=BCTT
VCC,HNX,CTCP Vinaconex 25,Vinaconex 25 Joint Stock Company,STOCK,760.0,Vinaconex 25,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,24000000,EXPANDED,https://finance.vietstock.vn/VCC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VCC/tai-chinh.htm?tab=BCTT
VTD,UPCOM,CTCP Vietourist Holdings,Vietourist Holdings Joint Stock Company,STOCK,761.0,Vietourist Holdings,Tiêu dùng không thiết yếu,Dịch vụ tiêu dùng,"Khách sạn, nhà hàng và giải trí",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",24000000,EXPANDED,https://finance.vietstock.vn/VTD/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VTD/tai-chinh.htm?tab=BCTT
NTC,UPCOM,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,STOCK,762.0,Khu Công nghiệp Nam Tân Uyên,Bất động sản,Bất động sản,Quản lý và phát triển bất động sản,Real Estate,Real Estate,Real Estate Management & Development,23999980,EXPANDED,https://finance.vietstock.vn/NTC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NTC/tai-chinh.htm?tab=BCTT
TDT,HNX,CTCP Đầu tư và Phát triển TDT,TDT Investment and Development Joint Stock Company,STOCK,763.0,Đầu tư và Phát triển TDT,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",23896534,EXPANDED,https://finance.vietstock.vn/TDT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TDT/tai-chinh.htm?tab=BCTT
TCK,UPCOM,Tổng Công ty Cơ khí Xây dựng - CTCP,Construction Machinery Corporation - JSC,STOCK,764.0,Cơ khí Xây dựng - CTCP,Công nghiệp,Hàng hóa công nghiệp,Máy móc công nghiệp,Industrials,Capital Goods,Machinery,23850000,EXPANDED,https://finance.vietstock.vn/TCK/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TCK/tai-chinh.htm?tab=BCTT
HNI,UPCOM,CTCP May Hữu Nghị,Huu Nghi Garment Joint Stock Company,STOCK,765.0,May Hữu Nghị,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",23778900,EXPANDED,https://finance.vietstock.vn/HNI/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HNI/tai-chinh.htm?tab=BCTT
TNV,UPCOM,CTCP Thống Nhất Hà Nội,Thong Nhat Ha Noi Joint Stock Company,STOCK,766.0,Thống Nhất Hà Nội,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Sản phẩm giải trí,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,23700000,EXPANDED,https://finance.vietstock.vn/TNV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TNV/tai-chinh.htm?tab=BCTT
CPA,UPCOM,CTCP Cà phê Phước An,PhuocAn Coffee Joint Stock Company,STOCK,767.0,Cà phê Phước An,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,23627990,EXPANDED,https://finance.vietstock.vn/CPA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CPA/tai-chinh.htm?tab=BCTT
HTE,UPCOM,CTCP Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Ho Chi Minh City Electric Power Trading Investment Corporation,STOCK,768.0,Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,23608165,EXPANDED,https://finance.vietstock.vn/HTE/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HTE/tai-chinh.htm?tab=BCTT
RAL,HOSE,CTCP Bóng đèn Phích nước Rạng Đông,Rangdong Light Source And Vacuum Flask JSC,STOCK,769.0,Bóng đèn Phích nước Rạng Đông,Công nghiệp,Hàng hóa công nghiệp,Thiết bị điện,Industrials,Capital Goods,Electrical Equipment,23547419,EXPANDED,https://finance.vietstock.vn/RAL/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/RAL/tai-chinh.htm?tab=BCTT
NTT,UPCOM,CTCP Dệt - May Nha Trang,Nha Trang Textile Garment Joint Stock Company,STOCK,770.0,Dệt - May Nha Trang,Tiêu dùng không thiết yếu,Thời trang và hàng lâu bền,Thời trang và dệt may,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",23500000,EXPANDED,https://finance.vietstock.vn/NTT/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NTT/tai-chinh.htm?tab=BCTT
BKC,HNX,CTCP Khoáng sản Bắc Kạn,Bac Kan Mineral Joint Stock Corporation,STOCK,771.0,Khoáng sản Bắc Kạn,Nguyên vật liệu,Nguyên vật liệu,Khai khoáng và luyện kim,Materials,Materials,Metals & Mining,23475456,EXPANDED,https://finance.vietstock.vn/BKC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/BKC/tai-chinh.htm?tab=BCTT
ADP,HOSE,CTCP Sơn Á Đông,A Dong Paint JSC,STOCK,772.0,Sơn Á Đông,Nguyên vật liệu,Nguyên vật liệu,Hóa chất,Materials,Materials,Chemicals,23039850,EXPANDED,https://finance.vietstock.vn/ADP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ADP/tai-chinh.htm?tab=BCTT
SKV,UPCOM,CTCP Nước giải khát Yến sào Khánh Hòa,Khanh Hoa Salanganest Nest Soft Drink Joint Stock Company,STOCK,773.0,Nước giải khát Yến sào Khánh Hòa,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Đồ uống,Consumer Staples,"Food, Bev. & Tobacco",Beverages,23000000,EXPANDED,https://finance.vietstock.vn/SKV/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/SKV/tai-chinh.htm?tab=BCTT
MAC,HNX,CTCP Tập đoàn Macstar,Macstar Group Corporation,STOCK,774.0,Macstar,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,22709408,EXPANDED,https://finance.vietstock.vn/MAC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MAC/tai-chinh.htm?tab=BCTT
TPC,HOSE,CTCP Nhựa Tân Đại Hưng,Tan Dai Hung Plastic Joint Stock Company,STOCK,775.0,Nhựa Tân Đại Hưng,Nguyên vật liệu,Nguyên vật liệu,Bao bì và vật chứa,Materials,Materials,Containers & Packaging,22516956,EXPANDED,https://finance.vietstock.vn/TPC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/TPC/tai-chinh.htm?tab=BCTT
NET,HNX,CTCP Bột giặt NET,NET Detergent Joint Stock Company,STOCK,776.0,Bột giặt NET,Tiêu dùng thiết yếu,Sản phẩm chăm sóc cá nhân và gia đình,Sản phẩm chăm sóc gia đình,Consumer Staples,Household & Personal Products,Household Products,22398374,EXPANDED,https://finance.vietstock.vn/NET/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NET/tai-chinh.htm?tab=BCTT
VDP,HOSE,CTCP Dược phẩm Trung ương VIDIPHA,Vidipha Central Pharmaceutical Joint Stock Company,STOCK,777.0,Dược phẩm Trung ương VIDIPHA,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,22083392,EXPANDED,https://finance.vietstock.vn/VDP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VDP/tai-chinh.htm?tab=BCTT
NNC,HOSE,CTCP Đá Núi Nhỏ,Nui Nho Stone JSC,STOCK,778.0,Đá Núi Nhỏ,Nguyên vật liệu,Nguyên vật liệu,Vật liệu xây dựng,Materials,Materials,Construction Materials,21920000,EXPANDED,https://finance.vietstock.vn/NNC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NNC/tai-chinh.htm?tab=BCTT
PVA,UPCOM,CTCP Tổng Công ty Xây lắp Dầu khí Nghệ An,PetroVietnam - Nghe An Construction JSC,STOCK,779.0,Xây lắp Dầu khí Nghệ An,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,21846000,EXPANDED,https://finance.vietstock.vn/PVA/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVA/tai-chinh.htm?tab=BCTT
CEN,UPCOM,CTCP CENCON Việt Nam,Cencon Vietnam JSC,STOCK,780.0,CENCON Việt Nam,Tiêu dùng không thiết yếu,Thương mại hàng không thiết yếu,Nhà phân phối,Consumer Discretionary,Consumer Discre. Dist. & Retail,Distributors,21712440,EXPANDED,https://finance.vietstock.vn/CEN/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CEN/tai-chinh.htm?tab=BCTT
THP,UPCOM,CTCP Thủy sản và Thương mại Thuận Phước,Thuan Phuoc Seafoods & Trading Corporation,STOCK,781.0,Thủy sản và Thương mại Thuận Phước,Tiêu dùng thiết yếu,"Thực phẩm, đồ uống và thuốc lá",Thực phẩm,Consumer Staples,"Food, Bev. & Tobacco",Food Products,21611185,EXPANDED,https://finance.vietstock.vn/THP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/THP/tai-chinh.htm?tab=BCTT
PVB,HNX,CTCP Bọc ống Dầu khí Việt Nam,PetroViet Nam Coating JSC,STOCK,782.0,Bọc ống Dầu khí Việt Nam,Năng lượng,Năng lượng,Thiết bị và dịch vụ năng lượng,Energy,Energy,Energy Equipment & Services,21599998,EXPANDED,https://finance.vietstock.vn/PVB/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/PVB/tai-chinh.htm?tab=BCTT
NAP,HNX,CTCP Cảng Nghệ Tĩnh,Nghetinh Port Holding Joint Stock Company,STOCK,783.0,Cảng Nghệ Tĩnh,Công nghiệp,Vận tải,Hạ tầng giao thông,Industrials,Transportation,Transportation Infrastructure,21517200,EXPANDED,https://finance.vietstock.vn/NAP/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/NAP/tai-chinh.htm?tab=BCTT
VHF,UPCOM,CTCP Xây dựng và Chế biến Lương thực Vĩnh Hà,Vinh Ha Food Processing and Construction JSC,STOCK,784.0,Xây dựng và Chế biến Lương thực Vĩnh Hà,Tiêu dùng thiết yếu,Thương mại hàng thiết yếu,Thương mại hàng thiết yếu,Consumer Staples,Consumer Staples Dist. & Retail,Consumer Staples Distribution & Retail,21500000,EXPANDED,https://finance.vietstock.vn/VHF/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/VHF/tai-chinh.htm?tab=BCTT
DP3,HNX,CTCP Dược phẩm Trung ương 3,Central Phamaceutical Joint Stock Company No3,STOCK,785.0,Dược phẩm Trung ương 3,Chăm sóc sức khỏe,"Dược phẩm, công nghệ sinh học và khoa học sự sống",Dược phẩm,Health Care,"Pharma., Bio. & Life Sciences",Pharmaceuticals,21499933,EXPANDED,https://finance.vietstock.vn/DP3/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/DP3/tai-chinh.htm?tab=BCTT
MDC,HNX,CTCP Than Mông Dương - Vinacomin,Vinacomin - Mong Duong Coal JSC,STOCK,786.0,Than Mông Dương - Vinacomin,Năng lượng,Năng lượng,Dầu khí,Energy,Energy,"Oil, Gas & Consumable Fuels",21418346,EXPANDED,https://finance.vietstock.vn/MDC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/MDC/tai-chinh.htm?tab=BCTT
ADG,HOSE,CTCP Clever Group,Clever Group Corporation,STOCK,787.0,Clever Group,Dịch vụ truyền thông,Truyền thông và giải trí,Truyền thông,Communication Services,Media & Entertainment,Media,21380521,EXPANDED,https://finance.vietstock.vn/ADG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/ADG/tai-chinh.htm?tab=BCTT
CLG,UPCOM,CTCP Đầu tư và Phát triển Nhà đất COTEC,Cotec Invesment & Land-House Development JSC,STOCK,788.0,Đầu tư và Phát triển Nhà đất COTEC,Công nghiệp,Hàng hóa công nghiệp,Kỹ thuật xây dựng,Industrials,Capital Goods,Construction & Engineering,21150000,EXPANDED,https://finance.vietstock.vn/CLG/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/CLG/tai-chinh.htm?tab=BCTT
XHC,UPCOM,CTCP Xuân Hòa Việt Nam,Xuan Hoa Viet Nam JSC,STOCK,789.0,Xuân Hòa Việt Nam,Nguyên vật liệu,Nguyên vật liệu,Gỗ và giấy,Materials,Materials,Paper & Forest Products,21096500,EXPANDED,https://finance.vietstock.vn/XHC/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/XHC/tai-chinh.htm?tab=BCTT
HIO,UPCOM,CTCP Helio Energy,Helio Energy Joint Stock Company,STOCK,790.0,Helio Energy,Tiện ích,Tiện ích,Phát điện độc lập và điện tái tạo,Utilities,Utilities,Independent Power and Renewable Electricity Producers,21000000,EXPANDED,https://finance.vietstock.vn/HIO/ho-so-doanh-nghiep.htm,https://finance.vietstock.vn/HIO/tai-chinh.htm?tab=BCTT
